LoanDuration,LoanPurpose,LoanAmount,InstallmentPercent,AcceptedPercent,Accepted,AmountGranted,transaction_id,timestamp
37,appliances,5126,4,0.5093516285092843,1,5126,0-0-12,2019-08-29T08:49:00.920046Z
13,vacation,250,2,0.7876209371582903,1,250,0-0-13,2019-08-05T14:49:00.920046Z
13,vacation,250,2,0.7876209371582903,1,250,0-0-13,2019-07-06T11:43:00.920046Z
14,business,1740,3,0.8563219309936002,1,1740,0-0-14,2019-08-03T12:23:00.920046Z
14,business,1740,3,0.8563219309936002,1,1740,0-0-14,2019-07-24T08:17:00.920046Z
11,vacation,5537,4,0.7325361708118768,1,5537,0-0-15,2019-07-29T09:39:00.920046Z
11,vacation,5537,4,0.7325361708118768,1,5537,0-0-15,2019-07-05T12:32:00.920046Z
16,car_used,2122,2,0.7865398251824522,1,2122,0-0-16,2019-07-11T08:32:00.920046Z
16,car_used,2122,2,0.7865398251824522,1,2122,0-0-16,2019-07-07T11:32:00.920046Z
5,education,250,1,0.9168331665918957,1,250,0-0-17,2019-07-03T10:03:00.920046Z
5,education,313,1,0.9168331665918957,1,250,0-0-17,2019-07-16T08:44:00.920046Z
29,vacation,3282,4,0.2476535665779394,0,0,0-0-18,2019-08-21T12:55:00.920046Z
29,vacation,4103,4,0.2476535665779394,0,0,0-0-18,2019-07-16T12:06:00.920046Z
4,repairs,250,1,0.9810155002247065,1,250,0-0-19,2019-08-26T10:37:00.920046Z
4,repairs,250,1,0.9810155002247065,1,250,0-0-19,2019-08-05T13:59:00.920046Z
4,car_new,250,1,0.9410024076645616,1,250,0-0-20,2019-07-23T08:54:00.920046Z
4,car_new,313,1,0.9410024076645616,1,250,0-0-20,2019-08-16T13:20:00.920046Z
32,radio_tv,7894,4,0.1398784870932977,0,0,0-0-21,2019-07-16T11:50:00.920046Z
32,radio_tv,6315,4,0.1398784870932977,0,0,0-0-21,2019-07-04T12:37:00.920046Z
24,appliances,4165,4,0.7755059344833881,1,4165,0-0-22,2019-07-30T11:05:00.920046Z
24,appliances,4165,4,0.7755059344833881,1,4165,0-0-22,2019-07-01T10:06:00.920046Z
8,car_new,2873,3,0.6449576312088884,1,2873,0-0-23,2019-07-30T08:28:00.920046Z
8,car_new,3591,3,0.6449576312088884,1,2873,0-0-23,2019-08-14T10:40:00.920046Z
12,car_used,2487,3,0.6984328276006116,1,2487,0-0-24,2019-07-31T11:55:00.920046Z
12,car_used,3109,3,0.6984328276006116,1,2487,0-0-24,2019-07-14T12:13:00.920046Z
35,other,6529,4,0.6513310387707121,1,6529,0-0-25,2019-08-26T09:57:00.920046Z
35,other,6529,4,0.6513310387707121,1,6529,0-0-25,2019-08-10T11:53:00.920046Z
14,car_new,754,2,0.9502104293722973,1,754,0-0-26,2019-07-31T08:48:00.920046Z
14,car_new,754,2,0.9502104293722973,1,754,0-0-26,2019-08-09T13:39:00.920046Z
7,car_new,250,2,0.9520911665490337,1,250,0-0-27,2019-07-11T14:14:00.920046Z
7,car_new,250,2,0.9520911665490337,1,250,0-0-27,2019-08-28T12:48:00.920046Z
40,repairs,10920,6,0.11664009099497541,0,0,0-0-28,2019-08-12T13:41:00.920046Z
40,repairs,10920,6,0.11664009099497541,0,0,0-0-28,2019-07-05T09:35:00.920046Z
16,furniture,250,3,0.8954469763477494,1,250,0-0-29,2019-08-11T08:28:00.920046Z
16,furniture,313,3,0.8954469763477494,1,250,0-0-29,2019-07-18T08:48:00.920046Z
12,furniture,1602,3,0.8944408568687683,1,1602,0-0-30,2019-08-10T08:50:00.920046Z
12,furniture,1602,3,0.8944408568687683,1,1602,0-0-30,2019-07-20T08:25:00.920046Z
25,car_used,3723,4,0.6773589881775101,1,3723,0-0-31,2019-07-08T10:44:00.920046Z
25,car_used,3723,4,0.6773589881775101,1,3723,0-0-31,2019-08-11T09:12:00.920046Z
8,radio_tv,2359,2,0.8715934998933917,1,2359,0-0-32,2019-08-30T14:15:00.920046Z
8,radio_tv,2359,2,0.8715934998933917,1,2359,0-0-32,2019-07-08T11:12:00.920046Z
18,car_used,1620,3,0.7078806873800798,1,1620,0-0-33,2019-08-01T13:38:00.920046Z
18,car_used,2025,3,0.7078806873800798,1,1620,0-0-33,2019-07-19T12:28:00.920046Z
32,radio_tv,5105,4,0.5925433640938413,1,5105,0-0-34,2019-08-07T11:07:00.920046Z
32,radio_tv,5105,4,0.5925433640938413,1,5105,0-0-34,2019-08-22T14:04:00.920046Z
29,radio_tv,5128,3,0.7113841844922525,1,4102,0-0-35,2019-08-15T12:37:00.920046Z
29,radio_tv,4102,3,0.7113841844922525,1,4102,0-0-35,2019-08-21T08:59:00.920046Z
13,furniture,4511,1,0.8269770981020537,1,4511,0-0-36,2019-08-26T11:03:00.920046Z
13,furniture,4511,1,0.8269770981020537,1,4511,0-0-36,2019-07-21T11:12:00.920046Z
14,business,6151,3,0.8437668826845287,1,4921,0-0-37,2019-07-17T09:04:00.920046Z
14,business,6151,3,0.8437668826845287,1,4921,0-0-37,2019-07-15T09:03:00.920046Z
25,radio_tv,6744,5,0.37579591019856007,0,0,0-0-38,2019-07-27T08:41:00.920046Z
25,radio_tv,8430,5,0.37579591019856007,0,0,0-0-38,2019-07-17T09:38:00.920046Z
8,car_used,250,1,0.9842413066763195,1,250,0-0-39,2019-08-02T10:53:00.920046Z
8,car_used,313,1,0.9842413066763195,1,250,0-0-39,2019-08-13T14:07:00.920046Z
45,education,8111,5,0.1552104445090241,0,0,0-0-40,2019-07-15T12:41:00.920046Z
45,education,6489,5,0.1552104445090241,0,0,0-0-40,2019-08-02T09:45:00.920046Z
4,furniture,5044,3,0.8274630383682906,1,4035,0-0-41,2019-08-14T10:07:00.920046Z
4,furniture,5044,3,0.8274630383682906,1,4035,0-0-41,2019-07-15T12:35:00.920046Z
36,appliances,8644,4,0.6301040576752142,1,8644,0-0-42,2019-08-21T11:51:00.920046Z
36,appliances,8644,4,0.6301040576752142,1,8644,0-0-42,2019-08-31T11:20:00.920046Z
27,appliances,4110,2,0.6337753416498406,1,4110,0-0-43,2019-08-30T10:46:00.920046Z
27,appliances,4110,2,0.6337753416498406,1,4110,0-0-43,2019-07-23T11:22:00.920046Z
28,business,3589,4,0.517393319441517,1,3589,0-0-44,2019-07-02T13:29:00.920046Z
28,business,3589,4,0.517393319441517,1,3589,0-0-44,2019-07-24T11:58:00.920046Z
29,car_used,3351,3,0.5570041685848445,1,3351,0-0-45,2019-08-10T12:37:00.920046Z
29,car_used,3351,3,0.5570041685848445,1,3351,0-0-45,2019-08-30T12:33:00.920046Z
26,retraining,4580,3,0.7719864264181052,1,4580,0-0-46,2019-08-29T10:56:00.920046Z
26,retraining,4580,3,0.7719864264181052,1,4580,0-0-46,2019-08-12T13:23:00.920046Z
15,furniture,3401,3,0.6881829307922898,1,3401,0-0-47,2019-08-24T10:56:00.920046Z
15,furniture,3401,3,0.6881829307922898,1,3401,0-0-47,2019-08-27T10:40:00.920046Z
8,car_used,1189,3,0.9287142657208192,1,1189,0-0-48,2019-07-06T10:14:00.920046Z
8,car_used,1189,3,0.9287142657208192,1,1189,0-0-48,2019-07-02T09:11:00.920046Z
20,radio_tv,1155,3,0.722951923032709,1,1155,0-0-49,2019-08-01T10:07:00.920046Z
20,radio_tv,1155,3,0.722951923032709,1,1155,0-0-49,2019-08-24T13:22:00.920046Z
9,vacation,4308,2,0.8886349293174467,1,4308,0-0-50,2019-07-31T14:51:00.920046Z
9,vacation,4308,2,0.8886349293174467,1,4308,0-0-50,2019-07-25T09:11:00.920046Z
26,car_used,4274,4,0.6621162859561215,1,4274,0-0-51,2019-07-22T14:38:00.920046Z
26,car_used,4274,4,0.6621162859561215,1,4274,0-0-51,2019-08-22T12:19:00.920046Z
25,car_new,1186,2,0.8378640410347462,1,1186,0-0-52,2019-07-11T14:48:00.920046Z
25,car_new,1483,2,0.8378640410347462,1,1186,0-0-52,2019-07-15T11:56:00.920046Z
4,car_new,313,1,0.9832589339292408,1,250,0-0-53,2019-07-17T09:12:00.920046Z
4,car_new,250,1,0.9832589339292408,1,250,0-0-53,2019-07-09T11:37:00.920046Z
31,repairs,4681,3,0.3580258472984734,0,0,0-0-54,2019-08-12T08:44:00.920046Z
31,repairs,4681,3,0.3580258472984734,0,0,0-0-54,2019-08-12T10:16:00.920046Z
12,car_new,250,1,0.9242727321783599,1,250,0-0-55,2019-08-01T13:22:00.920046Z
12,car_new,250,1,0.9242727321783599,1,250,0-0-55,2019-08-11T09:13:00.920046Z
4,car_new,250,2,0.9817869466967226,1,250,0-0-56,2019-08-12T14:44:00.920046Z
4,car_new,313,2,0.9817869466967226,1,250,0-0-56,2019-07-13T09:18:00.920046Z
11,vacation,3605,3,0.8688451885771595,1,3605,0-0-57,2019-08-27T14:23:00.920046Z
11,vacation,3605,3,0.8688451885771595,1,3605,0-0-57,2019-08-09T10:19:00.920046Z
4,car_new,313,1,0.9832589339292408,1,250,0-0-58,2019-07-15T13:59:00.920046Z
4,car_new,313,1,0.9832589339292408,1,250,0-0-58,2019-08-18T11:31:00.920046Z
35,radio_tv,6181,3,0.3934023730556119,0,0,0-0-59,2019-08-17T10:23:00.920046Z
35,radio_tv,6181,3,0.3934023730556119,0,0,0-0-59,2019-07-17T09:23:00.920046Z
27,appliances,1800,4,0.6412910374298061,1,1800,0-0-60,2019-08-23T10:03:00.920046Z
27,appliances,1800,4,0.6412910374298061,1,1800,0-0-60,2019-08-29T14:24:00.920046Z
4,car_new,250,2,0.9630170565479007,1,250,0-0-61,2019-08-04T11:54:00.920046Z
4,car_new,250,2,0.9630170565479007,1,250,0-0-61,2019-07-04T12:07:00.920046Z
4,car_used,2643,2,0.967708387706061,1,2643,0-0-62,2019-08-08T10:18:00.920046Z
4,car_used,3304,2,0.967708387706061,1,2643,0-0-62,2019-08-17T13:11:00.920046Z
20,car_used,2218,3,0.8301013037469943,1,2218,0-0-63,2019-07-10T14:02:00.920046Z
20,car_used,2773,3,0.8301013037469943,1,2218,0-0-63,2019-07-17T12:46:00.920046Z
28,other,5653,4,0.242284408474777,0,0,0-0-64,2019-07-08T14:37:00.920046Z
28,other,7066,4,0.242284408474777,0,0,0-0-64,2019-08-13T13:04:00.920046Z
23,radio_tv,2897,3,0.576255328734901,1,2897,0-0-65,2019-07-09T10:14:00.920046Z
23,radio_tv,2897,3,0.576255328734901,1,2897,0-0-65,2019-08-04T09:09:00.920046Z
21,appliances,3123,3,0.8022533958953894,1,2498,0-0-66,2019-07-15T12:32:00.920046Z
21,appliances,2498,3,0.8022533958953894,1,2498,0-0-66,2019-07-01T12:05:00.920046Z
4,vacation,313,3,0.8449665665076058,1,250,0-0-67,2019-08-16T12:50:00.920046Z
4,vacation,250,3,0.8449665665076058,1,250,0-0-67,2019-07-26T11:56:00.920046Z
35,other,9096,5,0.2613194199574197,0,0,0-0-68,2019-08-02T13:47:00.920046Z
35,other,9096,5,0.2613194199574197,0,0,0-0-68,2019-08-11T13:37:00.920046Z
21,furniture,2749,2,0.8469127702354402,1,2749,0-0-69,2019-07-11T14:54:00.920046Z
21,furniture,2749,2,0.8469127702354402,1,2749,0-0-69,2019-07-02T12:59:00.920046Z
4,car_new,250,1,0.9832589339292408,1,250,0-0-70,2019-08-23T12:22:00.920046Z
4,car_new,250,1,0.9832589339292408,1,250,0-0-70,2019-07-04T11:26:00.920046Z
13,furniture,250,2,0.9571161347186461,1,250,0-0-71,2019-07-04T11:37:00.920046Z
13,furniture,250,2,0.9571161347186461,1,250,0-0-71,2019-07-20T09:05:00.920046Z
32,vacation,5254,3,0.5379537925056287,1,5254,0-0-72,2019-07-11T09:42:00.920046Z
32,vacation,5254,3,0.5379537925056287,1,5254,0-0-72,2019-07-02T11:21:00.920046Z
24,retraining,250,3,0.9178361327484824,1,250,0-0-73,2019-08-05T10:00:00.920046Z
24,retraining,250,3,0.9178361327484824,1,250,0-0-73,2019-07-31T08:32:00.920046Z
4,repairs,1910,1,0.9796886019972313,1,1910,0-0-74,2019-07-29T11:48:00.920046Z
4,repairs,2388,1,0.9796886019972313,1,1910,0-0-74,2019-07-16T09:51:00.920046Z
29,radio_tv,6623,4,0.3181607572293447,0,0,0-0-75,2019-08-20T12:54:00.920046Z
29,radio_tv,8279,4,0.3181607572293447,0,0,0-0-75,2019-08-17T09:03:00.920046Z
35,radio_tv,6544,3,0.48588298108590183,0,0,0-0-76,2019-07-19T10:28:00.920046Z
35,radio_tv,5235,3,0.48588298108590183,0,0,0-0-76,2019-07-22T08:01:00.920046Z
23,education,6413,3,0.678352588833934,1,5130,0-0-77,2019-08-17T11:22:00.920046Z
23,education,5130,3,0.678352588833934,1,5130,0-0-77,2019-07-12T08:48:00.920046Z
27,furniture,5153,4,0.6592500261936957,1,4122,0-0-78,2019-07-13T14:19:00.920046Z
27,furniture,5153,4,0.6592500261936957,1,4122,0-0-78,2019-07-15T12:12:00.920046Z
19,radio_tv,1783,1,0.9250643402170444,1,1426,0-0-79,2019-08-19T08:11:00.920046Z
19,radio_tv,1426,1,0.9250643402170444,1,1426,0-0-79,2019-08-27T13:54:00.920046Z
21,radio_tv,3364,2,0.7466573599022788,1,3364,0-0-80,2019-07-02T14:38:00.920046Z
21,radio_tv,3364,2,0.7466573599022788,1,3364,0-0-80,2019-08-26T08:02:00.920046Z
24,education,5750,3,0.3718839015080283,0,0,0-0-81,2019-07-20T13:12:00.920046Z
24,education,5750,3,0.3718839015080283,0,0,0-0-81,2019-08-05T14:25:00.920046Z
28,appliances,8867,3,0.5133298766560697,1,8867,0-0-82,2019-08-11T14:08:00.920046Z
28,appliances,8867,3,0.5133298766560697,1,8867,0-0-82,2019-08-08T12:58:00.920046Z
26,radio_tv,3705,3,0.6604805457543049,1,3705,0-0-83,2019-07-06T11:51:00.920046Z
26,radio_tv,4631,3,0.6604805457543049,1,3705,0-0-83,2019-07-17T09:54:00.920046Z
15,car_new,2701,2,0.8669971575013028,1,2701,0-0-84,2019-08-21T14:00:00.920046Z
15,car_new,2701,2,0.8669971575013028,1,2701,0-0-84,2019-08-27T12:42:00.920046Z
31,furniture,9304,5,0.2765372978435289,0,0,0-0-85,2019-07-13T10:41:00.920046Z
31,furniture,7443,5,0.2765372978435289,0,0,0-0-85,2019-08-05T10:31:00.920046Z
28,car_used,2989,3,0.2760081133379458,0,0,0-0-86,2019-07-27T11:27:00.920046Z
28,car_used,2989,3,0.2760081133379458,0,0,0-0-86,2019-08-26T13:36:00.920046Z
15,car_new,403,3,0.8205908371317194,1,322,0-0-87,2019-08-18T13:27:00.920046Z
15,car_new,322,3,0.8205908371317194,1,322,0-0-87,2019-07-29T11:44:00.920046Z
48,other,7083,5,0.07251613327258331,0,0,0-0-88,2019-07-24T13:46:00.920046Z
48,other,7083,5,0.07251613327258331,0,0,0-0-88,2019-08-03T12:36:00.920046Z
36,appliances,4871,4,0.5916378526922954,1,3897,0-0-89,2019-08-14T09:05:00.920046Z
36,appliances,4871,4,0.5916378526922954,1,3897,0-0-89,2019-07-13T10:18:00.920046Z
17,furniture,1557,3,0.8090597393597012,1,1557,0-0-90,2019-07-11T13:54:00.920046Z
17,furniture,1557,3,0.8090597393597012,1,1557,0-0-90,2019-08-06T14:02:00.920046Z
25,furniture,3908,2,0.7201036600499557,1,3908,0-0-91,2019-08-01T09:27:00.920046Z
25,furniture,4885,2,0.7201036600499557,1,3908,0-0-91,2019-08-18T10:34:00.920046Z
11,car_new,250,2,0.9753229544905558,1,250,0-0-92,2019-07-11T08:48:00.920046Z
11,car_new,250,2,0.9753229544905558,1,250,0-0-92,2019-08-23T12:11:00.920046Z
40,appliances,7301,5,0.17964319824260339,0,0,0-0-93,2019-08-08T10:18:00.920046Z
40,appliances,7301,5,0.17964319824260339,0,0,0-0-93,2019-08-25T12:19:00.920046Z
35,other,4367,4,0.3000479273794895,0,0,0-0-94,2019-07-22T12:35:00.920046Z
35,other,5459,4,0.3000479273794895,0,0,0-0-94,2019-08-17T10:20:00.920046Z
28,furniture,4524,3,0.5975842868167787,1,4524,0-0-95,2019-07-04T14:06:00.920046Z
28,furniture,5655,3,0.5975842868167787,1,4524,0-0-95,2019-08-19T13:50:00.920046Z
8,car_new,3849,3,0.9454051086994502,1,3079,0-0-96,2019-07-17T09:16:00.920046Z
8,car_new,3849,3,0.9454051086994502,1,3079,0-0-96,2019-07-14T13:02:00.920046Z
25,radio_tv,3566,2,0.801892911453542,1,2853,0-0-97,2019-07-16T13:02:00.920046Z
25,radio_tv,2853,2,0.801892911453542,1,2853,0-0-97,2019-08-27T10:50:00.920046Z
27,vacation,6134,4,0.35449968664167375,0,0,0-0-98,2019-08-13T13:21:00.920046Z
27,vacation,4907,4,0.35449968664167375,0,0,0-0-98,2019-07-23T10:04:00.920046Z
35,radio_tv,8608,4,0.4060083043698621,0,0,0-0-99,2019-08-08T14:53:00.920046Z
35,radio_tv,10760,4,0.4060083043698621,0,0,0-0-99,2019-08-15T13:34:00.920046Z
9,vacation,250,1,0.9842413066763195,1,250,0-0-100,2019-07-02T11:25:00.920046Z
9,vacation,313,1,0.9842413066763195,1,250,0-0-100,2019-08-19T13:25:00.920046Z
17,car_used,4759,3,0.8293622617193058,1,3807,0-0-101,2019-08-17T14:55:00.920046Z
17,car_used,3807,3,0.8293622617193058,1,3807,0-0-101,2019-07-05T09:51:00.920046Z
39,other,9086,4,0.38640583073148005,0,0,0-0-102,2019-07-22T14:25:00.920046Z
39,other,9086,4,0.38640583073148005,0,0,0-0-102,2019-07-12T12:41:00.920046Z
24,car_used,5511,3,0.6552516772484969,1,5511,0-0-103,2019-08-23T08:41:00.920046Z
24,car_used,5511,3,0.6552516772484969,1,5511,0-0-103,2019-08-31T11:29:00.920046Z
26,radio_tv,5723,5,0.32527987203965053,0,0,0-0-104,2019-07-31T08:30:00.920046Z
26,radio_tv,5723,5,0.32527987203965053,0,0,0-0-104,2019-07-27T11:41:00.920046Z
25,appliances,4400,2,0.5708654995768268,1,4400,0-0-105,2019-08-23T13:38:00.920046Z
25,appliances,4400,2,0.5708654995768268,1,4400,0-0-105,2019-08-29T11:22:00.920046Z
21,radio_tv,6826,4,0.5849450288900755,1,6826,0-0-106,2019-08-23T08:08:00.920046Z
21,radio_tv,6826,4,0.5849450288900755,1,6826,0-0-106,2019-07-12T11:54:00.920046Z
36,appliances,2433,3,0.4909597428364836,0,0,0-0-107,2019-08-06T09:24:00.920046Z
36,appliances,3041,3,0.4909597428364836,0,0,0-0-107,2019-08-18T11:19:00.920046Z
10,furniture,2451,2,0.9446189778243669,1,1961,0-0-108,2019-07-16T09:31:00.920046Z
10,furniture,1961,2,0.9446189778243669,1,1961,0-0-108,2019-07-09T10:13:00.920046Z
12,car_new,3147,1,0.9617917391331444,1,3147,0-0-109,2019-08-24T10:27:00.920046Z
12,car_new,3147,1,0.9617917391331444,1,3147,0-0-109,2019-08-27T08:38:00.920046Z
27,appliances,1800,4,0.6412910374298061,1,1800,0-0-110,2019-08-23T11:29:00.920046Z
27,appliances,1800,4,0.6412910374298061,1,1800,0-0-110,2019-08-12T13:32:00.920046Z
20,education,4071,4,0.6094882677087867,1,4071,0-0-111,2019-08-25T08:57:00.920046Z
20,education,4071,4,0.6094882677087867,1,4071,0-0-111,2019-07-03T11:38:00.920046Z
10,car_new,2709,2,0.9166923863804923,1,2167,0-0-112,2019-07-13T14:33:00.920046Z
10,car_new,2709,2,0.9166923863804923,1,2167,0-0-112,2019-07-14T13:54:00.920046Z
26,furniture,4417,2,0.7209500972722663,1,4417,0-0-113,2019-07-26T12:06:00.920046Z
26,furniture,4417,2,0.7209500972722663,1,4417,0-0-113,2019-08-06T11:55:00.920046Z
11,car_new,3228,3,0.4714464780148984,0,0,0-0-114,2019-08-26T11:59:00.920046Z
11,car_new,3228,3,0.4714464780148984,0,0,0-0-114,2019-07-08T08:07:00.920046Z
17,car_used,1315,2,0.9607911194218659,1,1052,0-0-115,2019-08-14T10:50:00.920046Z
17,car_used,1052,2,0.9607911194218659,1,1052,0-0-115,2019-07-09T09:55:00.920046Z
27,education,6035,4,0.3453317361584067,0,0,0-0-116,2019-08-31T13:46:00.920046Z
27,education,6035,4,0.3453317361584067,0,0,0-0-116,2019-07-28T09:48:00.920046Z
4,car_new,632,1,0.9457188007024794,1,632,0-0-117,2019-08-04T13:25:00.920046Z
4,car_new,632,1,0.9457188007024794,1,632,0-0-117,2019-08-01T09:51:00.920046Z
26,radio_tv,6559,5,0.46275041088000524,0,0,0-0-118,2019-07-21T14:34:00.920046Z
26,radio_tv,6559,5,0.46275041088000524,0,0,0-0-118,2019-07-06T13:48:00.920046Z
12,car_used,5380,2,0.7566753325112161,1,5380,0-0-119,2019-08-05T14:25:00.920046Z
12,car_used,5380,2,0.7566753325112161,1,5380,0-0-119,2019-08-21T08:22:00.920046Z
41,repairs,11910,4,0.33973249493806024,0,0,0-1-120,2019-07-17T13:59:00.920046Z
41,repairs,11910,4,0.33973249493806024,0,0,0-1-120,2019-08-14T08:20:00.920046Z
29,radio_tv,6033,4,0.3471247572041872,0,0,0-1-121,2019-07-02T13:16:00.920046Z
29,radio_tv,6033,4,0.3471247572041872,0,0,0-1-121,2019-07-09T11:48:00.920046Z
39,repairs,3569,4,0.5849430563722868,1,3569,0-1-122,2019-08-22T12:48:00.920046Z
39,repairs,4461,4,0.5849430563722868,1,3569,0-1-122,2019-08-15T10:35:00.920046Z
40,vacation,3009,4,0.6717864624551032,1,3009,0-1-123,2019-07-01T10:20:00.920046Z
40,vacation,3009,4,0.6717864624551032,1,3009,0-1-123,2019-08-31T09:28:00.920046Z
4,car_used,357,2,0.9321179212888732,1,357,0-1-124,2019-07-23T13:34:00.920046Z
4,car_used,357,2,0.9321179212888732,1,357,0-1-124,2019-07-02T08:08:00.920046Z
25,furniture,1857,3,0.7075206193488675,1,1857,0-1-125,2019-07-27T08:33:00.920046Z
25,furniture,1857,3,0.7075206193488675,1,1857,0-1-125,2019-07-22T12:34:00.920046Z
20,car_used,3074,4,0.37673604252731213,0,0,0-1-126,2019-08-01T13:13:00.920046Z
20,car_used,3074,4,0.37673604252731213,0,0,0-1-126,2019-07-26T14:28:00.920046Z
4,car_new,313,2,0.9832589339292408,1,250,0-1-127,2019-07-15T11:42:00.920046Z
4,car_new,250,2,0.9832589339292408,1,250,0-1-127,2019-08-22T10:32:00.920046Z
30,vacation,3541,4,0.684737422519085,1,3541,0-1-128,2019-07-23T09:57:00.920046Z
30,vacation,3541,4,0.684737422519085,1,3541,0-1-128,2019-08-24T12:38:00.920046Z
23,furniture,4323,4,0.5299608896437455,1,4323,0-1-129,2019-08-05T09:08:00.920046Z
23,furniture,4323,4,0.5299608896437455,1,4323,0-1-129,2019-07-31T13:40:00.920046Z
16,radio_tv,2878,2,0.8601658612873587,1,2878,0-1-130,2019-07-31T12:14:00.920046Z
16,radio_tv,2878,2,0.8601658612873587,1,2878,0-1-130,2019-07-22T10:59:00.920046Z
13,car_new,393,3,0.9290855014054099,1,393,0-1-131,2019-08-12T10:23:00.920046Z
13,car_new,393,3,0.9290855014054099,1,393,0-1-131,2019-08-25T12:30:00.920046Z
4,car_used,250,2,0.9414363810079781,1,250,0-1-132,2019-08-09T08:02:00.920046Z
4,car_used,250,2,0.9414363810079781,1,250,0-1-132,2019-08-08T09:52:00.920046Z
28,furniture,2875,3,0.7436331352653173,1,2875,0-1-133,2019-08-23T09:51:00.920046Z
28,furniture,2875,3,0.7436331352653173,1,2875,0-1-133,2019-08-08T09:41:00.920046Z
8,car_new,460,2,0.9732174321511845,1,368,0-1-134,2019-08-18T13:50:00.920046Z
8,car_new,368,2,0.9732174321511845,1,368,0-1-134,2019-07-02T08:36:00.920046Z
30,radio_tv,982,4,0.668359142304554,1,982,0-1-135,2019-08-21T11:33:00.920046Z
30,radio_tv,982,4,0.668359142304554,1,982,0-1-135,2019-07-24T09:21:00.920046Z
25,car_used,4180,4,0.3841235998221438,0,0,0-1-136,2019-07-07T13:09:00.920046Z
25,car_used,4180,4,0.3841235998221438,0,0,0-1-136,2019-07-22T11:28:00.920046Z
14,business,2175,3,0.8563219309936002,1,1740,0-1-137,2019-08-13T13:27:00.920046Z
14,business,1740,3,0.8563219309936002,1,1740,0-1-137,2019-07-03T14:08:00.920046Z
39,appliances,12104,4,0.3402658193041097,0,0,0-1-138,2019-08-17T08:29:00.920046Z
39,appliances,9683,4,0.3402658193041097,0,0,0-1-138,2019-07-12T12:49:00.920046Z
24,education,4385,4,0.6716305610987597,1,4385,0-1-139,2019-07-28T09:33:00.920046Z
24,education,4385,4,0.6716305610987597,1,4385,0-1-139,2019-08-12T08:54:00.920046Z
31,vacation,2673,3,0.6751101888335652,1,2673,0-1-140,2019-08-23T13:10:00.920046Z
31,vacation,2673,3,0.6751101888335652,1,2673,0-1-140,2019-08-26T10:54:00.920046Z
20,car_used,3713,3,0.9666386455216595,1,3713,0-1-141,2019-08-07T08:00:00.920046Z
20,car_used,4641,3,0.9666386455216595,1,3713,0-1-141,2019-08-16T13:02:00.920046Z
17,furniture,1034,2,0.6926375093774235,1,1034,0-1-142,2019-08-12T13:54:00.920046Z
17,furniture,1034,2,0.6926375093774235,1,1034,0-1-142,2019-08-27T14:28:00.920046Z
20,retraining,3694,4,0.7860979947246713,1,3694,0-1-143,2019-08-23T10:39:00.920046Z
